record_id,energy_node_id,region,substation_type,device_type,communication_protocol,packet_size_bytes,packet_rate_per_sec,network_latency_ms,bandwidth_usage_mbps,jitter_ms,packet_loss_percent,connection_duration_sec,active_connection_count,failed_connection_count,authentication_attempts,failed_login_count,user_role,device_trust_level,firmware_version,cpu_utilization_percent,memory_utilization_percent,power_consumption_kw,sensor_update_interval_ms,telemetry_volume_mb,scada_command_count,control_signal_frequency,measurement_variance,voltage_deviation_percent,frequency_deviation_hz,event_severity,alert_priority,encryption_algorithm,certificate_status,intrusion_signature_score,behavior_anomaly_score,traffic_entropy,session_risk_score,federated_round,attack_type
9046,Node_12,East,Distribution,SCADA_Server,Modbus,137,458,117.08,432.94,19.01,0.16,3919,55,51,67,4,Administrator,Trusted,v1.0,58.82,13.16,272.95,609.88,230.57,884,491.83,7.3,-7.8,1.224,Low,P1,AES256,Expired,0.269,0.2602,3.011,78.8,81,False_Data_Injection
9047,Node_05,West,Renewable,SCADA_Server,TCP_IP,1042,1438,5.32,157.18,22.77,9.36,5241,232,31,68,11,Engineer,Guest,v3.0,53.83,69.83,225.03,612.91,7.58,813,19.38,3.489,5.9,-1.224,Medium,P4,AES256,Revoked,0.9144,0.553,0.244,40.53,29,Command_Injection
9048,Node_04,West,Renewable,Gateway,Modbus,870,634,202.98,606.51,15.93,10.75,2708,88,53,6,22,Operator,Restricted,v2.3,60.37,13.91,459.4,682.06,64.88,238,179.0,17.395,-3.61,-0.986,Medium,P4,ChaCha20,Revoked,0.8126,0.8385,4.994,76.12,20,False_Data_Injection
9049,Node_05,North,Distribution,Smart_Meter,TCP_IP,1350,717,198.48,348.87,13.67,11.99,6237,125,0,30,15,Administrator,Trusted,v2.3,73.81,97.34,233.64,73.61,162.94,1130,272.19,4.982,8.15,-0.12,High,P1,AES256,Valid,0.1784,0.4785,2.911,5.29,31,Command_Injection
9050,Node_08,West,Distribution,PLC,DNP3,614,754,173.98,454.74,39.1,26.9,1796,213,19,32,9,Operator,Restricted,v2.3,6.85,14.94,92.6,967.42,10.87,664,319.05,12.451,7.32,0.15,Low,P3,AES128,Expired,0.2721,0.2291,2.892,96.08,6,False_Data_Injection
9051,Node_08,Central,Transmission,RTU,IEC61850,467,369,89.66,168.2,3.99,4.67,5344,170,38,5,0,Administrator,Guest,v1.2,42.22,30.8,22.09,652.88,59.84,592,374.69,12.726,-1.16,-1.489,Medium,P1,AES128,Valid,0.9529,0.1601,2.222,55.45,63,Reconnaissance
9052,Node_06,Northeast,Renewable,IED,Modbus,167,1465,94.03,475.99,42.49,23.5,1945,42,59,27,10,Supervisor,Restricted,v1.0,7.72,67.44,109.48,367.21,3.88,21,206.11,4.976,9.81,0.937,High,P2,AES256,Revoked,0.6133,0.2834,6.28,11.44,71,Spoofing_Attack
9053,Node_01,West,Distribution,IED,DNP3,769,145,124.51,737.6,41.92,2.65,549,137,28,56,24,Maintenance,Guest,v1.2,87.1,46.83,319.93,398.92,101.58,800,292.52,7.629,-4.08,-0.666,Medium,P3,AES128,Expired,0.314,0.6797,1.856,57.21,51,Reconnaissance
9054,Node_08,Central,Renewable,RTU,MQTT,206,1424,101.1,934.8,46.63,8.08,1689,164,8,30,15,Engineer,Trusted,v2.0,65.59,68.48,118.13,981.39,19.39,522,285.19,13.875,-0.33,-0.744,Medium,P4,AES128,Revoked,0.7324,0.6823,0.745,18.97,97,DoS_Attack
9055,Node_08,Central,Distribution,Smart_Meter,MQTT,777,379,42.94,287.7,11.99,8.76,3784,52,34,37,12,Maintenance,Guest,v3.0,97.99,45.64,455.75,5.33,153.91,238,7.26,0.576,4.31,-0.07,High,P3,AES256,Revoked,0.2807,0.6178,4.535,14.51,58,Command_Injection
9056,Node_02,North,Renewable,PLC,OPC_UA,980,1069,58.53,436.79,45.82,7.85,5730,174,37,56,23,Operator,Guest,v1.0,66.35,20.77,427.2,424.02,9.08,1046,446.11,12.786,-5.33,-1.312,High,P3,RSA2048,Revoked,0.3012,0.8853,4.113,36.3,87,Command_Injection
9057,Node_04,North,Transmission,Gateway,Modbus,270,725,83.38,783.92,22.52,29.29,1878,214,5,55,4,Maintenance,Trusted,v2.3,28.66,58.4,374.94,727.78,37.78,941,352.85,3.685,-2.29,-0.42,Medium,P3,ChaCha20,Valid,0.8248,0.6051,5.525,37.74,29,Replay_Attack
9058,Node_12,West,Renewable,Smart_Meter,Modbus,609,1402,5.95,560.0,34.19,25.04,3559,261,12,6,14,Administrator,Guest,v2.0,53.37,96.54,339.22,193.18,118.27,181,310.08,11.273,-8.68,0.399,Low,P3,ChaCha20,Expired,0.3028,0.4561,5.742,63.13,41,Replay_Attack
9059,Node_02,North,Distribution,RTU,TCP_IP,1348,996,85.97,741.06,42.59,4.56,6575,80,10,56,18,Maintenance,Trusted,v2.0,96.47,15.84,473.98,632.35,177.28,291,444.56,12.045,-5.14,-0.407,Low,P2,AES128,Expired,0.0425,0.0468,0.039,18.08,4,Spoofing_Attack
9060,Node_04,North,Industrial,Smart_Meter,MQTT,887,747,205.45,786.04,3.13,28.38,4825,259,26,42,1,Supervisor,Restricted,v2.3,35.65,86.77,402.31,984.11,215.13,519,81.69,9.171,-3.14,-1.016,High,P3,RSA2048,Expired,0.5667,0.2122,3.238,66.37,62,Insider_Threat
9061,Node_12,Northeast,Transmission,SCADA_Server,Modbus,1170,881,117.84,734.98,1.74,11.09,2164,251,48,34,1,Engineer,Restricted,v1.2,68.06,86.79,368.42,218.15,203.33,875,403.82,8.986,8.97,-0.831,Low,P1,AES128,Valid,0.7723,0.5622,7.708,70.63,77,Command_Injection
9062,Node_10,East,Transmission,Smart_Meter,Modbus,326,56,47.22,952.25,10.09,17.28,2884,166,5,43,6,Maintenance,Restricted,v1.0,10.49,92.15,29.15,717.34,58.4,648,133.42,8.356,-9.73,0.252,High,P1,AES256,Valid,0.8777,0.6695,0.404,69.82,74,Replay_Attack
9063,Node_07,West,Industrial,RTU,MQTT,235,409,174.0,732.95,28.04,1.98,1120,299,42,68,1,Administrator,Trusted,v2.0,24.48,93.83,214.94,103.78,131.06,159,90.05,14.118,-1.11,-0.672,Low,P2,ChaCha20,Expired,0.8463,0.2602,6.402,37.64,30,Replay_Attack
9064,Node_09,West,Distribution,RTU,DNP3,425,457,6.39,123.59,38.91,20.63,3748,190,26,8,1,Administrator,Trusted,v2.3,35.85,57.58,232.95,363.47,194.9,855,407.83,4.474,7.33,0.834,Low,P2,ChaCha20,Expired,0.0791,0.7938,7.265,45.67,2,Normal
9065,Node_08,West,Transmission,Gateway,TCP_IP,105,234,39.49,802.16,38.77,0.47,6307,11,55,25,9,Maintenance,Restricted,v3.0,77.7,95.8,486.27,447.06,36.73,134,258.57,5.772,6.39,-1.052,Critical,P4,ChaCha20,Valid,0.369,0.2634,3.148,68.04,14,Insider_Threat
9066,Node_12,North,Industrial,RTU,MQTT,337,194,145.95,93.68,44.65,18.82,6432,205,10,40,4,Supervisor,Trusted,v2.3,43.23,68.65,440.87,39.87,77.51,663,384.28,9.33,5.36,-0.969,Critical,P1,ChaCha20,Revoked,0.3006,0.2413,1.742,2.11,90,Command_Injection
9067,Node_09,Northeast,Industrial,RTU,IEC61850,563,133,168.43,400.05,27.82,17.73,1488,232,49,3,9,Supervisor,Restricted,v1.0,74.35,89.26,356.39,875.54,131.2,41,343.22,15.326,7.98,-1.319,Critical,P2,ChaCha20,Valid,0.8957,0.8982,1.513,58.29,93,Malware
9068,Node_08,North,Renewable,RTU,MQTT,195,1346,74.39,354.36,28.01,18.88,6582,253,14,24,14,Administrator,Trusted,v1.2,65.06,45.03,140.06,463.96,108.66,1057,296.06,11.491,5.89,0.077,Critical,P2,AES256,Revoked,0.8315,0.4622,2.492,52.35,10,Normal
9069,Node_02,Central,Renewable,SCADA_Server,TCP_IP,973,522,70.22,160.91,3.92,1.75,7001,260,25,76,24,Administrator,Trusted,v2.3,14.53,69.91,365.52,275.88,237.25,635,311.13,0.454,-2.63,-0.24,Medium,P4,RSA2048,Revoked,0.6193,0.4671,5.956,7.97,78,Malware
9070,Node_07,South,Distribution,SCADA_Server,MQTT,488,173,6.14,111.89,38.26,29.13,6109,188,23,13,9,Maintenance,Guest,v1.2,10.3,27.38,445.98,828.92,25.28,123,490.68,13.117,4.31,-1.47,Medium,P4,AES128,Expired,0.6713,0.2332,5.583,52.32,36,Command_Injection
9071,Node_02,South,Industrial,SCADA_Server,TCP_IP,1006,300,71.95,292.92,24.03,16.48,6214,63,25,4,5,Operator,Guest,v1.0,42.48,61.91,228.78,98.78,20.1,495,300.37,13.959,-0.94,-1.955,High,P1,RSA2048,Valid,0.7288,0.5584,7.689,46.93,66,Malware
9072,Node_12,South,Renewable,IED,DNP3,672,439,239.87,687.97,10.44,21.01,3791,253,43,70,18,Administrator,Trusted,v1.2,11.68,12.0,117.57,893.19,107.6,926,25.01,11.667,5.3,-1.515,Critical,P3,RSA2048,Revoked,0.8092,0.7791,0.866,26.75,22,Spoofing_Attack
9073,Node_11,East,Distribution,RTU,MQTT,1140,1320,99.87,209.84,6.25,15.61,3783,172,2,34,24,Maintenance,Restricted,v3.0,67.84,91.4,417.54,769.26,241.54,872,318.78,17.622,3.64,-0.174,High,P1,ChaCha20,Expired,0.826,0.2226,5.189,91.71,48,Replay_Attack
9074,Node_02,North,Transmission,RTU,MQTT,852,1021,82.63,970.27,44.46,22.84,5688,115,44,26,18,Engineer,Guest,v3.0,14.84,61.64,411.24,99.29,201.83,1040,174.49,8.039,2.06,-0.362,High,P3,AES128,Expired,0.9858,0.3367,6.189,54.88,89,False_Data_Injection
9075,Node_04,Central,Renewable,RTU,DNP3,1484,1322,157.02,10.08,28.82,5.77,3065,132,46,30,15,Operator,Guest,v1.0,51.5,34.21,175.87,271.14,159.02,25,402.48,18.396,5.38,-1.984,High,P4,AES128,Valid,0.0124,0.2053,3.434,5.53,36,False_Data_Injection
9076,Node_01,Central,Distribution,Gateway,MQTT,257,1108,247.28,571.17,30.91,19.79,1235,138,27,31,23,Supervisor,Guest,v1.2,35.09,54.03,469.09,718.0,196.43,659,344.59,19.091,-4.56,-0.08,Critical,P4,AES256,Expired,0.1669,0.7878,0.783,19.18,73,Replay_Attack
9077,Node_05,South,Renewable,SCADA_Server,DNP3,1486,336,109.99,561.03,12.04,19.0,3865,191,53,60,21,Maintenance,Restricted,v1.0,59.35,51.61,329.04,136.29,33.84,211,60.12,15.115,-1.44,-0.395,Low,P4,AES256,Valid,0.2002,0.4543,3.866,38.32,70,Insider_Threat
9078,Node_06,Northeast,Transmission,Smart_Meter,IEC61850,1070,349,24.64,277.93,27.52,19.88,3350,178,53,24,3,Maintenance,Guest,v1.0,15.26,20.29,47.16,33.5,170.4,6,116.59,18.876,6.3,-0.142,Critical,P3,AES256,Valid,0.3088,0.2673,7.39,10.3,23,False_Data_Injection
9079,Node_09,East,Transmission,SCADA_Server,DNP3,527,105,179.64,597.51,7.95,19.65,1594,227,20,50,5,Maintenance,Restricted,v1.2,24.45,63.88,207.2,111.03,134.0,307,39.11,9.677,-1.69,0.916,Critical,P2,AES128,Valid,0.7311,0.5531,6.755,45.91,90,Reconnaissance
9080,Node_10,East,Renewable,RTU,Modbus,1442,1282,224.46,563.31,20.94,1.04,5136,16,25,40,19,Administrator,Trusted,v1.0,93.68,91.31,131.38,764.15,94.5,901,220.82,13.124,8.76,1.192,Critical,P2,RSA2048,Expired,0.0009,0.0157,4.736,1.48,99,Spoofing_Attack
9081,Node_08,South,Transmission,RTU,Modbus,1260,1243,170.41,689.43,12.3,18.34,1147,45,31,2,23,Administrator,Trusted,v1.0,27.44,47.05,43.64,466.36,248.75,925,164.7,4.861,4.97,1.3,Medium,P4,AES128,Expired,0.5014,0.558,4.015,78.96,44,Normal
9082,Node_02,South,Distribution,Gateway,TCP_IP,1427,1148,124.82,873.83,8.33,25.45,4999,187,26,37,6,Operator,Restricted,v2.0,67.93,72.45,366.69,848.93,162.97,603,236.82,13.785,-6.85,1.627,Critical,P3,RSA2048,Valid,0.4766,0.6219,4.167,53.33,56,Spoofing_Attack
9083,Node_01,North,Renewable,Smart_Meter,DNP3,256,595,62.37,104.99,39.97,17.25,2097,13,19,47,15,Maintenance,Guest,v1.0,68.12,89.8,51.07,836.06,59.24,48,109.34,19.265,9.44,0.198,Medium,P4,AES128,Revoked,0.7693,0.0677,5.155,45.23,100,Reconnaissance
9084,Node_02,Northeast,Renewable,Gateway,MQTT,450,436,112.05,836.1,33.08,27.84,731,182,29,66,11,Engineer,Restricted,v2.0,33.95,41.41,370.22,716.6,69.01,541,236.5,19.571,7.54,-0.534,Low,P4,AES256,Expired,0.9413,0.3967,2.065,18.29,67,Replay_Attack
9085,Node_07,East,Transmission,Edge_Node,OPC_UA,720,223,106.14,25.37,39.98,0.97,4969,169,49,35,19,Engineer,Trusted,v2.3,96.79,96.97,453.91,158.77,56.19,260,317.52,11.791,6.3,-1.899,Medium,P3,ChaCha20,Expired,0.3243,0.1509,7.099,55.85,14,False_Data_Injection
9086,Node_04,Central,Distribution,PLC,OPC_UA,1064,1219,240.71,66.32,41.8,14.52,7107,54,48,34,12,Supervisor,Guest,v1.2,67.41,31.39,195.34,177.85,145.35,256,350.72,7.369,-0.71,1.506,Critical,P1,AES256,Valid,0.6374,0.0488,5.995,50.02,38,Spoofing_Attack
9087,Node_10,South,Renewable,PLC,IEC61850,1418,570,10.2,908.02,19.49,9.72,6434,158,24,24,4,Maintenance,Trusted,v3.0,62.69,42.86,342.49,443.34,5.41,1182,162.67,17.454,-4.32,-1.131,High,P1,AES256,Expired,0.408,0.4731,5.321,74.44,62,Replay_Attack
9088,Node_05,North,Renewable,PLC,IEC61850,858,67,91.8,707.11,37.81,7.33,7196,21,41,51,7,Engineer,Trusted,v1.0,94.56,17.23,348.39,905.97,219.38,554,217.55,16.588,8.37,0.892,High,P4,ChaCha20,Valid,0.2882,0.6625,1.04,69.25,51,Spoofing_Attack
9089,Node_12,Central,Transmission,RTU,OPC_UA,1083,667,78.45,644.49,36.7,9.77,1166,171,10,18,23,Supervisor,Trusted,v1.2,53.01,32.94,264.64,298.0,138.52,185,442.02,12.255,-8.84,-1.592,Low,P2,AES256,Revoked,0.106,0.4703,0.132,35.45,73,False_Data_Injection
9090,Node_07,East,Transmission,Gateway,OPC_UA,1303,411,245.55,520.24,12.33,1.24,5443,81,22,32,1,Operator,Trusted,v3.0,17.09,77.86,163.71,559.9,50.75,85,22.38,16.836,-2.33,1.638,Low,P2,AES256,Revoked,0.6235,0.5053,6.97,91.73,59,Insider_Threat
9091,Node_03,South,Distribution,RTU,DNP3,1363,1284,2.61,781.16,34.46,2.62,7056,44,27,3,9,Maintenance,Restricted,v2.3,64.97,57.81,492.65,325.55,174.64,173,425.31,17.278,4.66,-0.684,Critical,P4,RSA2048,Expired,0.4382,0.0824,2.56,0.75,62,False_Data_Injection
9092,Node_10,Northeast,Distribution,PLC,OPC_UA,171,1251,73.82,730.25,46.41,21.21,6795,101,40,8,9,Maintenance,Guest,v2.3,8.99,86.11,112.83,141.92,184.94,309,25.71,12.826,-9.48,-1.902,Low,P3,AES128,Revoked,0.5114,0.7043,7.849,79.32,17,Command_Injection
9093,Node_02,South,Transmission,Smart_Meter,Modbus,319,503,243.48,347.21,34.29,2.44,2567,111,6,52,5,Administrator,Guest,v2.0,92.14,35.74,338.07,678.88,47.18,378,468.24,15.377,-3.09,-1.397,Medium,P2,AES128,Valid,0.3783,0.6411,2.097,27.02,57,DoS_Attack
9094,Node_07,Northeast,Distribution,Smart_Meter,IEC61850,1166,915,40.65,497.84,16.37,26.9,3539,162,40,21,4,Operator,Trusted,v2.0,37.31,86.08,2.29,610.78,241.43,151,148.62,19.108,7.44,-0.566,Low,P2,ChaCha20,Valid,0.4927,0.7448,7.871,10.67,71,Replay_Attack
9095,Node_05,North,Industrial,Edge_Node,TCP_IP,453,741,197.54,484.93,35.1,20.5,1026,110,3,3,10,Maintenance,Guest,v3.0,82.65,30.89,193.91,991.77,96.15,879,216.63,9.995,-9.0,-0.653,Critical,P4,RSA2048,Revoked,0.0931,0.7254,1.189,68.01,36,False_Data_Injection
9096,Node_01,North,Industrial,Gateway,IEC61850,1429,639,141.37,436.62,29.06,19.33,6217,224,52,14,9,Operator,Guest,v2.3,72.21,36.74,42.94,373.75,34.6,544,204.31,14.259,6.23,-1.528,Medium,P4,AES256,Expired,0.4286,0.9736,1.08,24.1,50,Spoofing_Attack
9097,Node_01,East,Transmission,Edge_Node,Modbus,1392,360,226.58,683.39,40.29,17.55,5411,118,56,34,5,Engineer,Trusted,v2.3,80.38,54.94,382.17,8.17,73.88,617,217.49,2.283,-5.63,-0.664,Low,P4,RSA2048,Revoked,0.3238,0.9451,1.997,62.96,57,Normal
9098,Node_09,Northeast,Renewable,SCADA_Server,IEC61850,788,1111,218.4,812.05,13.59,27.41,3038,192,42,62,8,Engineer,Trusted,v1.2,75.27,75.48,122.58,475.49,131.83,71,70.52,0.535,6.73,-0.626,Low,P2,AES256,Expired,0.2051,0.4957,1.645,96.88,71,Malware
9099,Node_05,South,Transmission,Smart_Meter,OPC_UA,1296,389,144.48,955.51,8.11,10.69,7023,75,49,60,4,Engineer,Guest,v1.0,84.99,98.12,439.17,808.84,190.59,1046,67.36,9.745,-8.85,0.97,Low,P3,AES128,Expired,0.1558,0.2452,3.731,98.15,94,Spoofing_Attack
9100,Node_01,North,Transmission,PLC,IEC61850,1098,1114,139.01,415.95,21.63,7.37,2825,125,45,68,3,Supervisor,Guest,v2.3,94.15,78.92,107.68,138.95,62.49,1193,46.35,5.904,-6.14,-1.859,High,P1,RSA2048,Valid,0.7444,0.1055,4.057,17.98,92,Spoofing_Attack
9101,Node_07,South,Transmission,Edge_Node,Modbus,1233,1141,38.62,700.03,31.32,19.88,3760,185,43,6,24,Supervisor,Restricted,v2.3,77.79,72.9,217.25,20.66,36.42,69,281.26,1.541,3.67,-1.405,Low,P3,AES256,Valid,0.7643,0.1625,1.638,93.47,34,DoS_Attack
9102,Node_09,East,Renewable,Edge_Node,IEC61850,1122,183,16.04,565.25,4.84,14.58,909,8,1,39,3,Engineer,Guest,v1.0,81.93,28.31,27.49,848.16,110.58,777,461.48,4.402,-4.74,-1.178,High,P2,AES128,Revoked,0.2529,0.3816,5.379,36.76,73,False_Data_Injection
9103,Node_11,Northeast,Industrial,Edge_Node,TCP_IP,1438,888,183.29,185.03,13.16,27.07,4452,174,13,52,10,Administrator,Trusted,v3.0,94.43,13.85,459.71,283.16,52.36,751,364.61,11.635,-5.05,-0.296,Low,P2,RSA2048,Revoked,0.0003,0.2014,7.797,37.68,96,Command_Injection
9104,Node_01,South,Distribution,Gateway,TCP_IP,603,817,153.53,308.99,8.35,1.9,1923,16,2,25,7,Engineer,Trusted,v1.2,12.12,15.97,34.64,876.84,34.31,924,290.68,4.856,0.36,-1.496,High,P3,RSA2048,Expired,0.064,0.6913,7.763,36.72,16,Replay_Attack
9105,Node_10,Central,Industrial,SCADA_Server,TCP_IP,919,621,199.05,849.92,38.51,19.17,3631,229,26,53,1,Administrator,Restricted,v2.0,91.23,61.36,393.63,598.87,87.49,1178,243.85,8.858,-9.94,-1.992,Low,P2,AES256,Revoked,0.473,0.6776,1.146,81.17,26,Insider_Threat
9106,Node_04,South,Distribution,Gateway,TCP_IP,172,1439,5.53,808.74,35.22,25.4,2706,44,1,5,17,Engineer,Guest,v2.3,88.01,35.68,342.0,80.22,183.7,920,117.07,14.184,2.05,1.148,High,P4,ChaCha20,Valid,0.3374,0.2805,2.848,12.99,98,Command_Injection
9107,Node_03,West,Distribution,PLC,OPC_UA,87,1118,233.49,852.25,31.27,6.96,3713,202,58,23,18,Engineer,Trusted,v1.0,22.11,99.33,329.52,111.16,83.35,526,387.91,18.923,8.08,-1.307,Low,P1,AES128,Revoked,0.25,0.5231,1.075,75.8,39,Malware
9108,Node_05,West,Transmission,PLC,TCP_IP,562,1072,19.18,47.32,23.15,24.68,1463,237,39,78,11,Supervisor,Guest,v1.2,58.66,65.74,276.99,303.0,233.27,68,238.23,17.359,0.41,1.474,Medium,P4,ChaCha20,Expired,0.0409,0.1431,0.926,3.26,90,Reconnaissance
9109,Node_07,East,Transmission,PLC,TCP_IP,1053,849,226.25,990.04,22.37,17.17,3073,280,15,33,10,Engineer,Trusted,v3.0,63.73,51.58,204.45,301.24,53.37,720,133.53,10.068,7.81,1.283,Medium,P3,RSA2048,Revoked,0.0915,0.3528,1.151,28.51,91,Replay_Attack
9110,Node_08,East,Distribution,Edge_Node,DNP3,435,542,48.62,559.43,25.87,27.73,1570,166,6,57,20,Operator,Trusted,v1.0,14.47,74.48,217.37,493.79,180.54,445,442.18,11.127,5.98,-0.881,Medium,P3,RSA2048,Expired,0.4413,0.5621,6.417,15.57,64,Replay_Attack
9111,Node_02,East,Renewable,PLC,TCP_IP,1252,92,65.74,508.54,40.93,13.56,5422,270,49,34,23,Engineer,Guest,v1.2,75.92,56.88,9.54,966.58,59.89,38,393.85,3.313,8.17,-0.904,Critical,P4,AES128,Valid,0.0526,0.1082,5.77,14.65,92,False_Data_Injection
9112,Node_07,Central,Renewable,SCADA_Server,OPC_UA,460,237,218.08,735.74,29.81,7.87,1252,202,35,30,13,Engineer,Guest,v2.3,13.66,84.11,464.43,86.08,97.51,711,162.59,15.905,-9.72,-0.533,Low,P4,RSA2048,Valid,0.404,0.2675,1.413,79.9,95,Malware
9113,Node_01,Northeast,Renewable,Gateway,TCP_IP,335,137,113.41,136.02,37.32,22.34,1152,140,51,15,9,Operator,Restricted,v1.2,28.49,21.99,151.56,104.47,163.36,189,436.4,19.753,-0.89,1.192,High,P4,AES128,Expired,0.6146,0.8757,0.532,94.82,55,Normal
9114,Node_07,Central,Renewable,Smart_Meter,IEC61850,1160,1230,173.91,232.42,13.06,10.0,6467,277,48,74,7,Supervisor,Restricted,v1.0,73.93,50.59,469.26,953.02,157.87,492,8.13,17.205,2.44,-1.377,Critical,P1,RSA2048,Expired,0.4291,0.2267,4.323,32.84,62,Insider_Threat
9115,Node_08,South,Transmission,PLC,TCP_IP,113,275,225.1,942.34,23.89,6.6,5317,123,53,71,16,Administrator,Restricted,v2.3,97.81,67.17,135.13,728.37,207.45,384,463.07,7.931,7.16,0.042,Low,P1,ChaCha20,Expired,0.4335,0.6885,6.593,16.27,25,Insider_Threat
9116,Node_02,North,Industrial,IED,MQTT,134,91,73.61,210.78,31.52,21.37,970,57,11,8,13,Engineer,Restricted,v3.0,13.57,93.01,479.87,492.27,237.94,343,346.55,2.237,0.13,-0.857,Medium,P4,AES128,Expired,0.4332,0.5121,2.786,18.08,93,Command_Injection
9117,Node_09,Northeast,Industrial,Gateway,IEC61850,555,232,34.81,339.9,15.76,24.79,3871,243,29,39,2,Supervisor,Guest,v1.0,8.52,11.84,179.61,573.98,199.08,628,257.24,14.405,3.9,0.216,Medium,P2,ChaCha20,Expired,0.3785,0.8931,1.228,37.92,73,Insider_Threat
9118,Node_01,West,Distribution,RTU,TCP_IP,537,91,135.57,249.95,25.97,28.36,92,18,49,58,5,Engineer,Restricted,v1.2,13.64,99.87,4.4,917.86,149.53,1137,286.59,13.431,5.99,-1.135,Medium,P3,AES128,Expired,0.9071,0.7179,6.978,32.76,41,Reconnaissance
9119,Node_06,West,Renewable,Smart_Meter,TCP_IP,1288,842,97.68,485.97,42.01,9.0,5616,259,4,22,8,Administrator,Restricted,v3.0,44.25,20.95,41.74,209.47,68.38,3,462.46,19.098,-6.8,0.865,Critical,P1,ChaCha20,Expired,0.4462,0.8033,5.154,18.17,64,Replay_Attack
9120,Node_01,West,Transmission,Gateway,IEC61850,87,997,199.89,804.94,3.87,14.07,476,181,57,3,7,Administrator,Guest,v2.3,90.16,81.96,84.71,778.21,66.14,972,471.05,4.83,4.42,0.073,High,P4,AES256,Revoked,0.4192,0.5833,5.979,2.9,91,Replay_Attack
9121,Node_03,South,Transmission,PLC,Modbus,1056,1305,2.26,838.38,40.45,5.52,4789,146,27,50,11,Engineer,Guest,v1.2,70.86,68.62,347.35,493.2,130.01,707,381.06,16.437,6.87,0.73,High,P2,AES256,Revoked,0.5632,0.4062,5.269,30.09,64,Replay_Attack
9122,Node_11,South,Transmission,Edge_Node,MQTT,532,1320,145.52,328.35,30.16,28.18,3008,78,42,20,0,Maintenance,Guest,v1.0,50.17,88.91,411.84,416.96,69.4,978,399.77,8.48,-2.29,-1.229,Low,P1,AES256,Valid,0.5847,0.4222,6.307,62.95,21,Insider_Threat
9123,Node_06,East,Distribution,SCADA_Server,Modbus,277,447,129.47,78.85,20.56,24.68,6269,264,25,32,17,Administrator,Trusted,v3.0,56.22,82.14,319.94,851.66,47.24,632,229.23,6.822,-0.17,0.482,High,P3,RSA2048,Expired,0.1777,0.7064,2.06,25.72,53,Normal
9124,Node_03,North,Transmission,IED,TCP_IP,1382,779,212.58,116.98,28.06,16.96,1010,17,34,30,7,Supervisor,Restricted,v3.0,41.33,94.31,402.55,87.96,171.98,577,391.02,17.955,1.34,0.643,High,P2,ChaCha20,Revoked,0.4489,0.8258,7.601,72.69,10,Insider_Threat
9125,Node_08,East,Distribution,RTU,Modbus,210,451,144.57,817.53,30.3,27.49,971,170,20,5,11,Administrator,Guest,v3.0,62.31,61.44,27.56,931.08,245.01,55,317.66,12.229,0.07,1.103,Low,P4,ChaCha20,Expired,0.3776,0.0705,3.37,26.61,69,Normal
9126,Node_05,South,Distribution,Smart_Meter,OPC_UA,1003,1130,248.92,431.61,39.04,24.6,1257,66,39,68,1,Engineer,Trusted,v1.2,71.81,60.91,276.58,305.9,127.67,485,468.31,12.974,-9.98,-1.054,Medium,P4,AES256,Revoked,0.5604,0.3362,7.4,69.78,79,Reconnaissance
9127,Node_02,Central,Distribution,PLC,DNP3,445,951,7.61,822.14,40.11,0.93,273,103,3,28,2,Supervisor,Restricted,v1.2,11.6,63.55,136.28,515.28,221.33,1137,154.55,5.151,-3.76,-0.022,Critical,P1,AES128,Revoked,0.6302,0.4701,2.858,33.33,15,Replay_Attack
9128,Node_04,East,Distribution,Gateway,IEC61850,1092,229,126.39,19.07,37.0,23.36,160,268,44,9,3,Engineer,Restricted,v1.2,94.52,46.72,253.42,421.46,62.41,169,435.16,11.882,-6.93,-1.08,Low,P4,AES128,Revoked,0.7292,0.5624,6.305,9.46,74,Reconnaissance
9129,Node_09,Northeast,Transmission,Gateway,MQTT,907,912,244.03,39.75,0.86,3.65,6756,237,21,33,17,Engineer,Trusted,v3.0,20.34,12.34,468.59,507.54,168.57,661,72.12,12.241,9.09,1.679,Medium,P2,AES128,Expired,0.8298,0.8639,5.254,80.68,10,DoS_Attack
9130,Node_04,South,Transmission,Smart_Meter,IEC61850,935,1262,236.45,318.91,27.86,9.94,2375,242,25,68,9,Administrator,Restricted,v1.2,35.14,18.26,422.89,566.07,127.74,638,360.65,6.983,-2.6,-1.603,High,P4,AES256,Revoked,0.5315,0.1482,5.742,27.76,59,False_Data_Injection
9131,Node_10,South,Industrial,IED,Modbus,453,269,55.43,208.14,21.57,3.56,23,144,43,39,18,Engineer,Guest,v2.0,48.46,98.25,44.48,528.86,76.04,130,392.09,10.84,3.54,-0.434,Critical,P4,AES256,Revoked,0.4779,0.0514,0.202,66.99,79,Malware
9132,Node_10,Central,Transmission,Edge_Node,DNP3,913,1127,206.98,646.97,28.81,1.92,5840,31,58,57,20,Operator,Trusted,v1.2,7.15,66.81,413.09,677.73,88.12,78,365.85,1.016,0.99,-1.56,Medium,P2,ChaCha20,Revoked,0.4873,0.1064,7.75,76.01,12,Malware
